class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
squats,0.5535405278205872,0.2369931936264038,-0.13581492006778717,0.9999663829803467,0.5581160187721252,0.2226095348596573,-0.15252529084682465,0.9999444484710693,0.5600584149360657,0.2215920090675354,-0.15255343914031982,0.9999570846557617,0.5621916055679321,0.2203776240348816,-0.15257039666175842,0.9999654293060303,0.556212842464447,0.22347712516784668,-0.12145352363586426,0.9999319314956665,0.5565184354782104,0.22334767878055573,-0.12144087255001068,0.9999293088912964,0.5569214224815369,0.22313156723976135,-0.12149643898010254,0.9999321699142456,0.5764725804328918,0.22294379770755768,-0.19016742706298828,0.9999723434448242,0.5698095560073853,0.2251899242401123,-0.0522344708442688,0.9998900890350342,0.5588105320930481,0.2522036135196686,-0.1480049192905426,0.9999814033508301,0.5567578673362732,0.2523365616798401,-0.10790003836154938,0.999954342842102,0.6009800434112549,0.31126195192337036,-0.2623737156391144,0.9999990463256836,0.5655028820037842,0.3355700969696045,0.05786411836743355,0.9998730421066284,0.597762942314148,0.4370937645435333,-0.30897340178489685,0.9991661310195923,0.5572402477264404,0.4537103772163391,0.10488902032375336,0.31854724884033203,0.5932826995849609,0.5547162890434265,-0.3391806185245514,0.9985248446464539,0.5413180589675903,0.5524590015411377,0.053297389298677444,0.5861715078353882,0.5968935489654541,0.5871384739875793,-0.37758898735046387,0.9962497353553772,0.5361620187759399,0.581207275390625,0.05283762142062187,0.49281150102615356,0.5881522297859192,0.5868872404098511,-0.37910404801368713,0.9960318207740784,0.5347070097923279,0.5828937292098999,0.019770434126257896,0.5050340890884399,0.5853582620620728,0.5760700702667236,-0.33925870060920715,0.9910954236984253,0.5378620624542236,0.574424684047699,0.036831874400377274,0.49461328983306885,0.6081650257110596,0.5324689149856567,-0.09604258835315704,0.9998674392700195,0.580470085144043,0.5400081872940063,0.09594285488128662,0.9995211362838745,0.6011525392532349,0.7079679369926453,-0.08619935065507889,0.9919425249099731,0.5754331946372986,0.7011837363243103,0.1616472601890564,0.7059549689292908,0.6219642162322998,0.8788389563560486,-0.03333485499024391,0.9960017800331116,0.5878543853759766,0.851650595664978,0.2763637602329254,0.8399626612663269,0.633388102054596,0.9079906940460205,-0.0339062362909317,0.9747348427772522,0.5976839661598206,0.879431426525116,0.28298625349998474,0.8083320260047913,0.5882642269134521,0.9179474115371704,-0.13294535875320435,0.9944607019424438,0.5529400110244751,0.8903073072433472,0.2281436026096344,0.9303390979766846
squats,0.5534681677818298,0.23748637735843658,-0.159133642911911,0.9999640583992004,0.5581803917884827,0.2229711264371872,-0.17573943734169006,0.9999402761459351,0.5600845813751221,0.22206854820251465,-0.17574168741703033,0.9999539256095886,0.5621930360794067,0.22094275057315826,-0.1757437139749527,0.9999627470970154,0.5562039613723755,0.22378167510032654,-0.14479024708271027,0.9999263882637024,0.5564883947372437,0.22364792227745056,-0.1447850912809372,0.9999240636825562,0.5568640232086182,0.22338663041591644,-0.14483188092708588,0.9999265670776367,0.5764039754867554,0.22444385290145874,-0.21068403124809265,0.9999693036079407,0.5691772699356079,0.2264825999736786,-0.07294665277004242,0.9998767971992493,0.5587326288223267,0.25263139605522156,-0.1701267808675766,0.9999796748161316,0.5563645958900452,0.25290679931640625,-0.13010886311531067,0.9999487996101379,0.6009771823883057,0.31251057982444763,-0.27947694063186646,0.9999989867210388,0.5654962658882141,0.3367244005203247,0.04043198376893997,0.9998723864555359,0.5966715216636658,0.4374535083770752,-0.3300967812538147,0.99912428855896,0.5550346374511719,0.4537692964076996,0.08844302594661713,0.32270514965057373,0.5854860544204712,0.554736852645874,-0.3576453626155853,0.99846351146698,0.5335900783538818,0.5517603754997253,0.03553299605846405,0.5888974666595459,0.5860980749130249,0.5872331261634827,-0.3956681191921234,0.9961215853691101,0.5271812081336975,0.5811766386032104,0.03402414172887802,0.4962557256221771,0.578843355178833,0.5866630673408508,-0.3987217843532562,0.9958989024162292,0.5270122289657593,0.5824581980705261,0.0010063437512144446,0.5085413455963135,0.5772578120231628,0.5759536027908325,-0.35830366611480713,0.9908087253570557,0.5302518606185913,0.5740876197814941,0.01895246095955372,0.49899014830589294,0.6106951832771301,0.5320753455162048,-0.09670031815767288,0.9998653531074524,0.581619143486023,0.5399535894393921,0.09659276902675629,0.9995226263999939,0.5991742014884949,0.7075605392456055,-0.10581640899181366,0.9920171499252319,0.5730740427970886,0.7012050747871399,0.1480666548013687,0.7110758423805237,0.6219514608383179,0.8784817457199097,-0.059539079666137695,0.9961175918579102,0.5859371423721313,0.851655125617981,0.24922528862953186,0.8444289565086365,0.6331552267074585,0.9077867865562439,-0.06087920069694519,0.9751303791999817,0.5964502096176147,0.879092812538147,0.25396236777305603,0.8121668696403503,0.5874128937721252,0.9199649095535278,-0.16381464898586273,0.9946244359016418,0.5524305105209351,0.8903672695159912,0.20055310428142548,0.9318267107009888
squats,0.5534601807594299,0.24340344965457916,-0.16380171477794647,0.9999589323997498,0.5582060813903809,0.22724956274032593,-0.17932404577732086,0.9999315738677979,0.5600894689559937,0.2265244573354721,-0.17932264506816864,0.9999470114707947,0.5621771812438965,0.22575433552265167,-0.17931917309761047,0.9999570846557617,0.5561870336532593,0.22838973999023438,-0.14969557523727417,0.9999165534973145,0.5564495921134949,0.22831791639328003,-0.1497011035680771,0.9999138116836548,0.5567945241928101,0.2281448394060135,-0.14975491166114807,0.9999169111251831,0.5763381123542786,0.2300124317407608,-0.2099946290254593,0.9999631643295288,0.5686932802200317,0.23275229334831238,-0.07776738703250885,0.999855637550354,0.5587341785430908,0.2571561336517334,-0.17306968569755554,0.9999755024909973,0.5562593936920166,0.2578763961791992,-0.13475622236728668,0.9999379515647888,0.6011536121368408,0.31820642948150635,-0.2779715359210968,0.9999988079071045,0.5654236078262329,0.33916157484054565,0.03564852103590965,0.999872088432312,0.5905435085296631,0.44194740056991577,-0.33021116256713867,0.9990496635437012,0.5490912199020386,0.45345595479011536,0.08340705186128616,0.33090728521347046,0.5730918049812317,0.5555465221405029,-0.3542362153530121,0.9982682466506958,0.5219787955284119,0.550452470779419,0.028867891058325768,0.5950708389282227,0.5694563984870911,0.5883543491363525,-0.39133068919181824,0.9957035779953003,0.5141671299934387,0.5798266530036926,0.02596578374505043,0.5030815601348877,0.5629473924636841,0.5868208408355713,-0.394610196352005,0.9954603314399719,0.5144807696342468,0.5806978940963745,-0.0062850527465343475,0.5155237317085266,0.5621304512023926,0.5766368508338928,-0.3550416827201843,0.9899396300315857,0.5180189609527588,0.5733371376991272,0.0124158700928092,0.5066271424293518,0.61274254322052,0.5310643315315247,-0.09648465365171432,0.9998555779457092,0.5821619629859924,0.5398755073547363,0.09637149423360825,0.9995190501213074,0.5970605611801147,0.7066773176193237,-0.1250036656856537,0.9915806651115417,0.5718417763710022,0.7011861205101013,0.10955291986465454,0.7110879421234131,0.6217623353004456,0.8797627687454224,-0.09169293940067291,0.9959723353385925,0.5858974456787109,0.8524588942527771,0.19158072769641876,0.845187246799469,0.6327095627784729,0.9080038070678711,-0.09421113133430481,0.9742840528488159,0.5964451432228088,0.880519688129425,0.19423659145832062,0.8129743933677673,0.5866586565971375,0.9223108887672424,-0.19680123031139374,0.9945017695426941,0.552441418170929,0.8918020725250244,0.13650056719779968,0.9314684271812439
squats,0.5534534454345703,0.251072496175766,-0.16067378222942352,0.9999499917030334,0.5582426190376282,0.23517979681491852,-0.17580106854438782,0.9999179244041443,0.5601165294647217,0.23433630168437958,-0.17580121755599976,0.9999353289604187,0.5621823668479919,0.2333614081144333,-0.17579901218414307,0.999947190284729,0.5561493039131165,0.23640751838684082,-0.14676949381828308,0.9999043345451355,0.5563734769821167,0.23629270493984222,-0.146783247590065,0.9999012351036072,0.5566896200180054,0.2359417825937271,-0.14684122800827026,0.9999061822891235,0.5762938261032104,0.23796501755714417,-0.20622214674949646,0.9999527335166931,0.568153440952301,0.2403409779071808,-0.07445679605007172,0.9998393654823303,0.5587515830993652,0.26466256380081177,-0.16895408928394318,0.9999668598175049,0.5561947226524353,0.2652328610420227,-0.13135764002799988,0.9999227523803711,0.6008919477462769,0.3292068541049957,-0.2765304744243622,0.9999982714653015,0.5645120739936829,0.3460940718650818,0.04061810299754143,0.9998774528503418,0.5811035633087158,0.4483516216278076,-0.3282530605792999,0.9987977743148804,0.5414766073226929,0.454152375459671,0.08714587986469269,0.35438770055770874,0.5554252862930298,0.5560864210128784,-0.3300541937351227,0.9975112080574036,0.510225236415863,0.549201488494873,0.03414500504732132,0.6115486025810242,0.5505592226982117,0.5884363651275635,-0.36186450719833374,0.9942535758018494,0.49869823455810547,0.5776433944702148,0.03211267292499542,0.5199410319328308,0.5439795255661011,0.5867191553115845,-0.36741751432418823,0.9939352869987488,0.4992530345916748,0.5781680345535278,-0.001775780925527215,0.5326941609382629,0.5438573360443115,0.5767530202865601,-0.33153119683265686,0.9870784878730774,0.5040152668952942,0.5714642405509949,0.017487285658717155,0.5244694948196411,0.6173895597457886,0.5321421027183533,-0.09650928527116776,0.9998434782028198,0.5841352343559265,0.5402460098266602,0.09639435261487961,0.999531626701355,0.594327449798584,0.7066913843154907,-0.13674971461296082,0.990858793258667,0.5697233080863953,0.7015417814254761,0.09614355862140656,0.7048385739326477,0.6216022968292236,0.8820851445198059,-0.10983128845691681,0.9956331253051758,0.5859172344207764,0.8529890179634094,0.1668725162744522,0.8428168892860413,0.632623016834259,0.9094321131706238,-0.11222007125616074,0.9730596542358398,0.5968049764633179,0.8815860152244568,0.1684466153383255,0.8120836615562439,0.5860701203346252,0.9243050217628479,-0.2080860584974289,0.9942300319671631,0.5530471205711365,0.8924598097801208,0.11431622505187988,0.929317057132721
squats,0.553260326385498,0.26261451840400696,-0.11790494620800018,0.9999455213546753,0.5580235123634338,0.24704377353191376,-0.1342490166425705,0.9999136328697205,0.5599712133407593,0.246024951338768,-0.1342540681362152,0.999930739402771,0.5620095133781433,0.24496792256832123,-0.13421912491321564,0.9999424815177917,0.5557688474655151,0.24821412563323975,-0.10275430977344513,0.9999011754989624,0.5559594035148621,0.2480076253414154,-0.10276522487401962,0.999898374080658,0.5562756657600403,0.24758870899677277,-0.10281427949666977,0.999904990196228,0.5758188962936401,0.25041463971138,-0.1705007553100586,0.9999479651451111,0.5675870776176453,0.2517969310283661,-0.030147340148687363,0.9998414516448975,0.5585313439369202,0.27523043751716614,-0.12983985245227814,0.9999630451202393,0.5559037327766418,0.2755745053291321,-0.08908968418836594,0.9999180436134338,0.600243866443634,0.34129655361175537,-0.24305827915668488,0.9999979138374329,0.5642763376235962,0.35674455761909485,0.07639651000499725,0.9998868107795715,0.5725928544998169,0.4570178985595703,-0.2936670780181885,0.9985065460205078,0.535110354423523,0.45844200253486633,0.12182070314884186,0.38789281249046326,0.5404020547866821,0.5560722351074219,-0.29127684235572815,0.9968839883804321,0.493785560131073,0.5490846037864685,0.05288400501012802,0.6336576342582703,0.5322642922401428,0.5867143869400024,-0.3256533145904541,0.9930276274681091,0.4846782088279724,0.5746986269950867,0.04821214824914932,0.5425137877464294,0.5237737894058228,0.5842815637588501,-0.32787805795669556,0.9925603866577148,0.48439282178878784,0.5741084814071655,0.01410510204732418,0.5551605820655823,0.5241368412971497,0.5755488276481628,-0.2918006181716919,0.984277069568634,0.4880492687225342,0.5679510831832886,0.03512632101774216,0.5478828549385071,0.6226810216903687,0.5442385077476501,-0.09646938741207123,0.9998438358306885,0.5900667309761047,0.5484543442726135,0.09636231511831284,0.9995583295822144,0.5917099118232727,0.7070716023445129,-0.17040576040744781,0.990134596824646,0.5657985806465149,0.7017098665237427,0.05399126559495926,0.7033477425575256,0.6210814714431763,0.8836962580680847,-0.1547711342573166,0.995216965675354,0.5845871567726135,0.85308837890625,0.10726865381002426,0.8396920561790466,0.6325438022613525,0.9104300737380981,-0.15827733278274536,0.9717029929161072,0.5960522294044495,0.881558895111084,0.10704425722360611,0.8108186721801758,0.5859402418136597,0.9241246581077576,-0.2514776885509491,0.9938942790031433,0.55180823802948,0.8922967910766602,0.052838098257780075,0.9270782470703125
squats,0.5526484847068787,0.2758178412914276,-0.10507091134786606,0.9999379515647888,0.5570498108863831,0.25969749689102173,-0.12241731584072113,0.9999063014984131,0.559047281742096,0.2585587501525879,-0.12241848558187485,0.9999232888221741,0.5610338449478149,0.25750768184661865,-0.12236900627613068,0.9999346733093262,0.5549745559692383,0.26077800989151,-0.0898941308259964,0.9998946189880371,0.5551865696907043,0.2604210078716278,-0.08990301936864853,0.9998922348022461,0.5555655360221863,0.25990062952041626,-0.08995994925498962,0.9999012351036072,0.5744611024856567,0.26244086027145386,-0.16184350848197937,0.99993896484375,0.5669213533401489,0.2631669044494629,-0.017502421513199806,0.9998403191566467,0.5578552484512329,0.2875349819660187,-0.11815248429775238,0.999957799911499,0.5554519295692444,0.28792881965637207,-0.07616700232028961,0.9999101758003235,0.5992019772529602,0.3518807888031006,-0.2373962104320526,0.9999973773956299,0.5642899870872498,0.3640221357345581,0.0916968509554863,0.9998952150344849,0.5617936849594116,0.4604977071285248,-0.28873199224472046,0.9981943964958191,0.5294991731643677,0.4628603160381317,0.13972784578800201,0.4244133234024048,0.521714448928833,0.5545886754989624,-0.28245705366134644,0.9965250492095947,0.48706555366516113,0.5451830625534058,0.06980657577514648,0.6597239375114441,0.513255774974823,0.5811895132064819,-0.3187660574913025,0.9924273490905762,0.47297239303588867,0.5702855587005615,0.06534896790981293,0.5721647143363953,0.5082812905311584,0.5784631967544556,-0.31629425287246704,0.9918639659881592,0.47168460488319397,0.5689515471458435,0.031931351870298386,0.584330677986145,0.5093737840652466,0.57036292552948,-0.28093722462654114,0.9827543497085571,0.4780349135398865,0.5625836849212646,0.052412278950214386,0.5775721073150635,0.6283450722694397,0.5569180250167847,-0.09783672541379929,0.9998478889465332,0.5965964794158936,0.5587213635444641,0.09773261100053787,0.9995868802070618,0.5882645845413208,0.7082031965255737,-0.16146811842918396,0.9892207980155945,0.5631822943687439,0.7017103433609009,0.07111786305904388,0.7034293413162231,0.620604395866394,0.8833907842636108,-0.13072071969509125,0.9948670864105225,0.5844394564628601,0.8519494533538818,0.14408931136131287,0.8361853957176208,0.6326502561569214,0.9104042053222656,-0.13187935948371887,0.9714899659156799,0.5953583121299744,0.8774951696395874,0.14727738499641418,0.810025155544281,0.5859659910202026,0.923974335193634,-0.2165956050157547,0.9935979247093201,0.5507909059524536,0.8915074467658997,0.10103019326925278,0.9245367050170898
squats,0.5523439645767212,0.2903679609298706,-0.09887547791004181,0.999930202960968,0.5564683675765991,0.2743765711784363,-0.1138683408498764,0.9999012351036072,0.5584255456924438,0.27309122681617737,-0.11387608200311661,0.9999168515205383,0.560402512550354,0.2719254493713379,-0.11382295191287994,0.9999276995658875,0.5544849634170532,0.27551090717315674,-0.08233766257762909,0.999888002872467,0.5546568632125854,0.27518177032470703,-0.08233568072319031,0.9998846054077148,0.5549948215484619,0.2747294008731842,-0.08237026631832123,0.9998962879180908,0.5737413167953491,0.27569591999053955,-0.14508084952831268,0.9999294281005859,0.5661881566047668,0.2769985496997833,-0.004677481018006802,0.9998361468315125,0.5576955676078796,0.30166012048721313,-0.1094404011964798,0.9999536871910095,0.5553528666496277,0.3022884428501129,-0.06855957210063934,0.9999026656150818,0.5985195636749268,0.36187052726745605,-0.22322237491607666,0.9999969005584717,0.5642940998077393,0.37935298681259155,0.10450366884469986,0.999901294708252,0.554282546043396,0.462491899728775,-0.2943524718284607,0.9977433681488037,0.5229373574256897,0.4703144133090973,0.14804315567016602,0.4614858627319336,0.5087926387786865,0.5487614870071411,-0.31476742029190063,0.9960761666297913,0.47862106561660767,0.54338139295578,0.07346612960100174,0.6844480633735657,0.4980478882789612,0.5744584798812866,-0.3575807809829712,0.9918096661567688,0.4660966396331787,0.5657128095626831,0.06871743500232697,0.6009871363639832,0.49273481965065,0.5681843757629395,-0.3372146785259247,0.9911259412765503,0.4650849401950836,0.5632875561714172,0.035984400659799576,0.6125300526618958,0.4948428273200989,0.559798538684845,-0.3082124590873718,0.9810606837272644,0.4709683358669281,0.557701051235199,0.05632774159312248,0.6061630845069885,0.6316123008728027,0.5702216029167175,-0.09960392117500305,0.9998587369918823,0.6014196872711182,0.5733057856559753,0.09948786348104477,0.9996166229248047,0.5850423574447632,0.710359513759613,-0.18710322678089142,0.9884945154190063,0.5583227872848511,0.7021104693412781,0.07750238478183746,0.703548014163971,0.6206101179122925,0.8832936882972717,-0.14923882484436035,0.9948047399520874,0.5845237374305725,0.8514595627784729,0.16380390524864197,0.8355612754821777,0.6329582929611206,0.910879373550415,-0.1488521546125412,0.9723449945449829,0.5954285264015198,0.8777033686637878,0.1689155101776123,0.8112404942512512,0.5861681699752808,0.9239164590835571,-0.22819748520851135,0.993625283241272,0.551075279712677,0.8918840885162354,0.12524208426475525,0.9237568378448486
squats,0.5519075393676758,0.30413365364074707,-0.1260111927986145,0.9999138116836548,0.5560934543609619,0.28790730237960815,-0.14038094878196716,0.9998857378959656,0.5580758452415466,0.2864493131637573,-0.1403929442167282,0.9998996257781982,0.5600384473800659,0.28500670194625854,-0.14034412801265717,0.9999111890792847,0.5539534091949463,0.2894477844238281,-0.10791829973459244,0.9998686909675598,0.5540702939033508,0.2893277406692505,-0.10793447494506836,0.9998645186424255,0.5543562173843384,0.2889818549156189,-0.10795549303293228,0.9998831152915955,0.5729492902755737,0.2888776659965515,-0.16295446455478668,0.9999074339866638,0.5656932592391968,0.29113638401031494,-0.007205892354249954,0.9998182058334351,0.5574336647987366,0.31669992208480835,-0.13433271646499634,0.999945342540741,0.5549503564834595,0.31762778759002686,-0.0918908417224884,0.9998850226402283,0.5978991985321045,0.3773689270019531,-0.2288600206375122,0.9999947547912598,0.5634101629257202,0.39153045415878296,0.09587259590625763,0.9999021291732788,0.548816442489624,0.4680049419403076,-0.3172248303890228,0.9970366954803467,0.516952633857727,0.473908394575119,0.1142943874001503,0.4915560781955719,0.49341830611228943,0.5391597747802734,-0.3315638601779938,0.995074450969696,0.4687274098396301,0.5369765758514404,0.031084802001714706,0.7007822394371033,0.4822813868522644,0.5572912693023682,-0.3744804859161377,0.990469217300415,0.4557015895843506,0.5552946925163269,0.02377534657716751,0.6207228302955627,0.4766468107700348,0.5521777868270874,-0.3565385639667511,0.9895763397216797,0.45475515723228455,0.5524445176124573,-0.00940895639359951,0.6316924095153809,0.4807448387145996,0.5459791421890259,-0.32592713832855225,0.9776947498321533,0.4609050750732422,0.547459602355957,0.013358714058995247,0.6259914040565491,0.6350519061088562,0.5824124813079834,-0.09954343736171722,0.9998664259910583,0.6048232913017273,0.5833467841148376,0.09942352026700974,0.9996347427368164,0.5839290022850037,0.713049054145813,-0.20348688960075378,0.9884639382362366,0.5565698742866516,0.7055876851081848,0.0750933364033699,0.7069402933120728,0.6193870902061462,0.8833264112472534,-0.14654286205768585,0.9949733018875122,0.5845548510551453,0.8514662981033325,0.17804422974586487,0.8403413891792297,0.6329141855239868,0.9108706712722778,-0.1444302499294281,0.973989725112915,0.5955448746681213,0.8777886033058167,0.18295130133628845,0.8171885013580322,0.5863420963287354,0.9231796264648438,-0.22181923687458038,0.9938182830810547,0.551300048828125,0.8912427425384521,0.13281092047691345,0.9253231883049011
squats,0.5510019659996033,0.31823843717575073,-0.12646141648292542,0.9999032020568848,0.5554873943328857,0.3016670346260071,-0.14139558374881744,0.9998774528503418,0.5574543476104736,0.30041852593421936,-0.1414060741662979,0.9998913407325745,0.5594675540924072,0.29919353127479553,-0.14136497676372528,0.9999023079872131,0.5533691644668579,0.3028526306152344,-0.10936931520700455,0.9998564720153809,0.5535122156143188,0.3026036322116852,-0.1093791276216507,0.9998528361320496,0.5538205504417419,0.30221137404441833,-0.1094140037894249,0.9998745918273926,0.5720558166503906,0.30357664823532104,-0.16871511936187744,0.9998974800109863,0.5651952028274536,0.30479753017425537,-0.023569826036691666,0.9998151659965515,0.5566304922103882,0.3317211866378784,-0.13570861518383026,0.9999409914016724,0.553968071937561,0.33291199803352356,-0.09409384429454803,0.9998721480369568,0.5977870225906372,0.3915535807609558,-0.23796100914478302,0.9999924898147583,0.5626224279403687,0.4041818082332611,0.0851626917719841,0.9999026656150818,0.5419699549674988,0.4716457426548004,-0.335187703371048,0.9963928461074829,0.5174826383590698,0.47657525539398193,0.11773847043514252,0.5180017948150635,0.4837353229522705,0.5257635116577148,-0.370662659406662,0.994765043258667,0.4624922275543213,0.5271744132041931,0.049063488841056824,0.7183930277824402,0.46812859177589417,0.547534167766571,-0.4154483675956726,0.9903293251991272,0.44798359274864197,0.5454824566841125,0.042848262935876846,0.6431798934936523,0.4620599150657654,0.5410950779914856,-0.4002208709716797,0.9893866777420044,0.4465792775154114,0.5415146946907043,0.008259677328169346,0.653619110584259,0.4668958783149719,0.5359355211257935,-0.36610275506973267,0.9770160913467407,0.4523997902870178,0.5372085571289062,0.031102463603019714,0.6482676267623901,0.6390749216079712,0.5978547930717468,-0.09907069802284241,0.9998754262924194,0.6096791625022888,0.5969851016998291,0.09897790849208832,0.9996576309204102,0.5826156735420227,0.7165191769599915,-0.21957643330097198,0.9889849424362183,0.5542806386947632,0.7081560492515564,0.04735761135816574,0.7217190265655518,0.6186105012893677,0.8833049535751343,-0.13983920216560364,0.9952243566513062,0.5844837427139282,0.8490757346153259,0.1670508086681366,0.8494365215301514,0.631997287273407,0.9107296466827393,-0.13498756289482117,0.9757028222084045,0.5954203009605408,0.8722913861274719,0.17601606249809265,0.8265035152435303,0.5870069861412048,0.9216166734695435,-0.21575875580310822,0.994053065776825,0.5513227581977844,0.8884701132774353,0.13672871887683868,0.928419828414917
squats,0.5501753687858582,0.3344297409057617,-0.1437290906906128,0.999903678894043,0.5550030469894409,0.3191032111644745,-0.15232068300247192,0.9998804330825806,0.5570050477981567,0.318031370639801,-0.15234608948230743,0.999893307685852,0.5590943098068237,0.31691774725914,-0.15234282612800598,0.9999035596847534,0.5528191328048706,0.31994718313217163,-0.12414830923080444,0.9998589754104614,0.5529810190200806,0.3197009861469269,-0.12416432052850723,0.9998547434806824,0.5533077120780945,0.3193235993385315,-0.1241624727845192,0.9998764395713806,0.5714343786239624,0.3218233585357666,-0.16359438002109528,0.9998984336853027,0.5646758079528809,0.32373490929603577,-0.028742656111717224,0.9998220801353455,0.5559759736061096,0.3484020531177521,-0.14487113058567047,0.999940812587738,0.5531831979751587,0.34964442253112793,-0.10783682018518448,0.9998682737350464,0.5975958108901978,0.40596818923950195,-0.23074837028980255,0.9999889731407166,0.5617039203643799,0.4198654294013977,0.07607050240039825,0.9998963475227356,0.5419897437095642,0.47278574109077454,-0.3483870327472687,0.9960099458694458,0.5145658254623413,0.47824496030807495,0.10971474647521973,0.5425600409507751,0.48130735754966736,0.5167092680931091,-0.4200165867805481,0.9946829676628113,0.45965760946273804,0.5240036249160767,0.03735700994729996,0.7329962849617004,0.46466049551963806,0.5374236702919006,-0.4692663252353668,0.9905115365982056,0.4445800185203552,0.5379081964492798,0.029105041176080704,0.662519633769989,0.45950761437416077,0.5319264531135559,-0.4555834233760834,0.9895778298377991,0.4424954950809479,0.5354795455932617,-0.006012746132910252,0.6727531552314758,0.46320733428001404,0.5276760458946228,-0.41731515526771545,0.977270781993866,0.4491117000579834,0.5322906374931335,0.018699947744607925,0.6679909229278564,0.6418591141700745,0.6093112230300903,-0.09528544545173645,0.999883770942688,0.612496018409729,0.6086882948875427,0.09527619183063507,0.9996784925460815,0.5822321176528931,0.7233471274375916,-0.23555412888526917,0.9896100759506226,0.551101565361023,0.7130529880523682,0.01976146176457405,0.7402297854423523,0.6171971559524536,0.8830727338790894,-0.15113429725170135,0.9954695105552673,0.5847480297088623,0.8491135239601135,0.14124396443367004,0.8591699004173279,0.6319692134857178,0.9105631709098816,-0.14557448029518127,0.9773677587509155,0.5951634645462036,0.8699851036071777,0.15037789940834045,0.8361279964447021,0.5862182974815369,0.9215951561927795,-0.2143385112285614,0.9942984580993652,0.5511654615402222,0.8879967331886292,0.10913010686635971,0.9317038655281067
